16 CTO,,12 CTO,,,,,,
16 CTO,8 CTO,10 CTO,7 CTO,7 CTO,,,,
14 CTO,8 CTO,9.5 CTO,,6.5 CTO,4.5 CTO,,,
,,8.5 CTO,,,3.5 CTO,,,
,,7.5 CTO,5.5 CTO,5 CTO,3.7 CTO,2.8 CTO,,
,,7 CTO,,5 CTO,3.4 CTO,,,
,,6.5 CTO,4.5 CTO,,3.12 CTO,,1.8 CTO,
,,5.5 CTO,,4 CTO,2.8 CTO,,1.6 CTO,1.2 CTO
,,,3.5 CTO,3.5 CTO,2.4 CTO,1.8 CTO,,
