12 MLL,12 MLL,12 MLL
9 MLL,10 MLL,8 MLL
9 MLL,8 MLL,8 MLL
8 MLL,7 MLL,12 MLL
6 MLL,5 MLL,5 MLL
4 MLL,4 MLL,4 MLL
4 MLL,3 MLL,
3 MLL,2 MLL,
