100 PZA,100 PZA,
50 PZA,50 PZA,
25 PZA,30 PZA,20 PZA
20 PZA,,
20 PZA,20 PZA,10 PZA
20 PZA,,
10 PZA,10 PZA,
5 PZA,5 PZA,
5 PZA,,
5 PZA,5 PZA,
