,18 MLL,10 MLL,6 MLL
25 MLL,12 MLL,9 MLL,6 MLL
,15 MLL,8 MLL,4 MLL
23 MLL,12 MLL,8 MLL,4.5 MLL
22 MLL,12 MLL,6 MLL,4 MLL
19 MLL,10 MLL,5 MLL,4 MLL
16 MLL,8 MLL,4.5 MLL,2.7 MLL
,6 MLL,2 MLL,2.5 MLL
,4 MLL,3 MLL,2 MLL
,4 MLL,3 MLL,2 MLL
,,2 MLL,1 MLL
,,1.7 MLL,1 MLL
