,850 CTO,,
,400 CTO,70 CTO,
250 CTO,250 CTO,70 CTO,100 CTO
100 CTO,100 CTO,40 CTO,50 CTO
50 CTO,50 CTO,25 CTO,25 CTO
22 CTO,24 CTO,15 CTO,12 CTO
15 CTO,15 CTO,8 CTO,
,10 CTO,,
8 CTO,8 CTO,,
,5 CTO,,
4 CTO,4 CTO,,
,2.5 CTO,,
