"",,LÍNEA SUJECIÓN Y ANCLAJE
"",,TACO DE EXPANSIÓN ESTRIADO PULGADA UNC
"",D100004,D100005 D100006 D100008 D100010 D100012 D101006
"","Ø 1/4""","Ø 5/16"" Ø 3/8"" Ø 1/2"" Ø 5/8"" Ø 3/4"" Ø 3/8"""
"",$9.66,$10.31 $23.92 $43.72 $134.43 $197.60 $25.41
"",20 CTO,20 CTO 10 CTO 5 CTO 2 CTO 1 CTO 15 CTO
"",,PRECIO DE VENTA POR CIENTO (INCLUYE IGV)
114,,@dinafastener Índice
