,08,M8 X 1.00
,10,M10 X 1.00
,5210,M10 X 1.25
,5212,M12 X 1.25
,12,M12 X 1.50
,14,M14 X 1.50
,16,M16 X 1.50
,18,M18 X 1.50
,20,M20 X 1.50
