,"HEXAGONAL CL. 5.8 RC TROP.",M0203
,"HEXAGONAL CL. 8.8 RC PAV.",M0500
,"SEGURO NYLON RC",M0100
,"TUERCA MARIPOSA",M0900
,"ARANDELA PRESIÓN",M1409
,"ARANDELA PLANA",M1209
,"DIMENSIONES ARANDELA PLANA (MM.)",Ø EXT.
,"DIMENSIONES ARANDELA PLANA (MM.)",ESPESOR
