,E2612,"Ø 3/4"""
,E2614,"Ø 7/8"""
,E2616,"Ø 1"""
,E2620,"Ø 1 1/8"""
,E2622,"Ø 1 1/4"""
,E2626,"Ø 1 1/2"""
