,FCFXN0220,#2x20 AWG
,FCFXN0218,#2x18 AWG
,FCFXN0216,#2x16 AWG
,FCFXN0214,#2x14 AWG
,FCFXN0318,#3x18 AWG
,FCFXN0314,#3x14 AWG
